associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,C.AMERICANA,gbif:1348583,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.07,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2137,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.AFFINIS,gbif:1349363,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.48,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2128,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.MODESTUS,gbif:1349446,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.65,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2129,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.NELUMBONIS,gbif:1349451,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.53,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2135,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.MESILLAE,gbif:1349478,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.86,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2127,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.LEPTOCEPHALUS,gbif:1349573,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.05,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2134,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.HYALINATUS,gbif:1349638,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.71,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2126,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.COMMUNIS,gbif:1349795,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2133,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.PUNCTATUS,gbif:1350002,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.23,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2132,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.BASALIS,gbif:1350009,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.45,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2131,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.ANNULATUS,gbif:1350053,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.20,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2130,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.AURATA,gbif:1352579,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.05,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2060,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.PURA,gbif:1352791,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.55,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2061,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,A.METALLICA,gbif:1353091,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2063,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.CONFUSUS,gbif:1353363,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.89,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2058,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.LIGATUS,gbif:1353451,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.48,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2059,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,H.RUBICUNDUS,gbif:1353453,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,3.14,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2057,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ISAWZUM,gbif:1353501,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.30,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2014,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.PILOSUM,gbif:1353522,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.87,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2024,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ZEPHYRUM,gbif:1353533,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.45,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2037,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.LINEATULUM,gbif:1353678,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.50,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2019,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.NIGROVIRIDE,gbif:1353688,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.91,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2029,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ABANCI,gbif:1353690,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.50,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2043,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.HETEROGNATUM,gbif:1353747,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.20,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2041,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.CINCTIPES,gbif:1353752,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.30,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2048,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.SUBVERSANS,gbif:1353778,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.63,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2028,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.LEUCOZONIUM,gbif:1353805,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.57,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2056,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.SAGAX,gbif:1353809,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2016,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.PERPUNCTATUM,gbif:1353845,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.64,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2030,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ATHABACENSE,gbif:1353918,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.55,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2045,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.ASTERIS,gbif:1353955,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.05,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2015,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.VIRIDATUM,gbif:1354004,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.62,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2033,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.CEPHALOTES,gbif:1354031,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,0.96,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2044,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.DREISBACHI,gbif:1354110,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.04,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2032,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.VERSATUM,gbif:1354129,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.90,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2025,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.VERSANS,gbif:1354140,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.61,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2027,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.LAEVISSIMUM,gbif:1354253,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.42,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2017,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.PARADMIRANTUM,gbif:1354450,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.43,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2042,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.MICHIGANENSIS,gbif:1354502,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.40,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2013,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.QUEBECENSIS,gbif:1354589,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.02,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2049,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.FOXII,gbif:1354803,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.59,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2053,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.CRESSONII,gbif:1354900,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.15,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2020,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.INCONDIDUM,gbif:1354996,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.73,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2054,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.OENOTHERAE,gbif:1355008,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.59,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2047,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.CORIACEUM,gbif:1355016,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.59,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2046,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.BIRKAMNNI,gbif:1355048,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.61,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2052,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.TENAX,gbif:1355128,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.03,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2039,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.TEGULAREA,gbif:1355173,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,0.98,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2021,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.OBLONGUM,gbif:1355183,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.65,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2034,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.MACOUPINENSE,gbif:1355201,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.67,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2051,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
"Normandin, É., Vereecken, N. J., Buddle, C. M., & Fournier, V. (2017). Taxonomic and functional trait diversity of wild bees in different urban settings. PeerJ, 5, e3051.",https://doi.org/10.7717/peerj.3051,L.COMAGENENSE,gbif:1355209,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.63,mean,mm,NA,NA,NA,NA,NA,September 2012 & 2050,NA,NA,adult,"Montreal, Quebec City",45°30′04″N; 46°48′08″N,73°39′22″O; 71°15′50″O,NA,NA,NA,Canada,NA,NA,NA
